nome,cognome,patronimico,marito,appezzamento,mq,via,numCivico,speciePro,tipoPossesso,comproprietari,numeroAppezzamenti,superficieTotaleMq
Regina,Pacetti,Pietro,Giovanni_Tassinari,https://florentiaillustrata.net/resource/appezzamento/4048,266.3492,Borgo_degli_Albizzi,462,casa_e_corte,esclusivo,,1,266.3492
Maria,Pagliari,Girolamo,Cristiano_Lepri,https://florentiaillustrata.net/resource/appezzamento/13014,798.707,Via_Ghibellina_e_Via_del_Fico,7657,casa_e_corte,esclusivo,,9,1611.0380
Maria,Pagliari,Girolamo,Cristiano_Lepri,https://florentiaillustrata.net/resource/appezzamento/13016,35.763,Via_della_Fogna,7675,casa,esclusivo,,9,1611.0380
Maria,Pagliari,Girolamo,Cristiano_Lepri,https://florentiaillustrata.net/resource/appezzamento/13022,22.8202,Via_del_Fico,7683,casa,esclusivo,,9,1611.0380
Maria,Pagliari,Girolamo,Cristiano_Lepri,https://florentiaillustrata.net/resource/appezzamento/13023,11.2398,Via_del_Fico,7682,ingresso_e_casa,esclusivo,,9,1611.0380
Maria,Pagliari,Girolamo,Cristiano_Lepri,https://florentiaillustrata.net/resource/appezzamento/13024,264.3056,Via_del_Fico,7681,rimessa_e_casa,esclusivo,,9,1611.0380
Maria,Pagliari,Girolamo,Cristiano_Lepri,https://florentiaillustrata.net/resource/appezzamento/13070,360.3548,Piazza_S._Croce_e_Via_della_Fogna,7670,casa_e_corte,esclusivo,,9,1611.0380
Caterina,Pagliazzi,Gaspero,Grazzini,https://florentiaillustrata.net/resource/appezzamento/14225,21.7984,Via_dei_Vellutini,1850,casa,comproprietà,Filippo Catellacci,1,21.7984
Maria_Maddalena,Pagliazzi,Gaspero,Vincenzo_Ricci,https://florentiaillustrata.net/resource/appezzamento/1751,18.733,Via_dei_Banchi,4606,ingresso,comproprietà,Vincenzo Ricci,3,51.09
Luisa,Pagni,,Giuliani,https://florentiaillustrata.net/resource/appezzamento/15927,8.515,Borgo_S._Niccolò,1439,ingresso_e_casa,esclusivo,,3,103.883
Rosa,Pagni,Domenico,Francesco_Giovannini,https://florentiaillustrata.net/resource/appezzamento/11136,8.1744,Borgo_la_Croce,7052,ingresso,esclusivo,,6,360.0142
Rosa,Pagni,Domenico,Francesco_Giovannini,https://florentiaillustrata.net/resource/appezzamento/9311,105.586,Via_Cafaggiolo,6577,casa,esclusivo,,6,360.0142
Diomira,Palloni,Giuseppe,Niccolò_Befani,https://florentiaillustrata.net/resource/appezzamento/11863,3.0654,Borgo_Pinti,6827,ingresso,comproprietà,Giuseppe Grazzini; Pasquale Grazzini,3,189.7142
Eleonora,Pandolfini,Angelo,Nencini,https://florentiaillustrata.net/resource/appezzamento/10889,303.1340,Via_S._Gallo,5852,"casa,_rimessa_e_corte",esclusivo,,4,3891.3550
Eleonora,Pandolfini,Angelo,Nencini,https://florentiaillustrata.net/resource/appezzamento/8642,992.849,Via_S._Gallo,5935,palazzo,esclusivo,,4,3891.3550
Teresa_Fortunata,Pandolfini,,Francesco_Giovannelli,https://florentiaillustrata.net/resource/appezzamento/12749,117.8476,Via_S._Giuliano,7638,casa,esclusivo,,4,360.6954
Teresa_Fortunata,Pandolfini,,Francesco_Giovannelli,https://florentiaillustrata.net/resource/appezzamento/12751,40.5314,Via_dei_Pelacani,7837,casa,esclusivo,,4,360.6954
Teresa_Fortunata,Pandolfini,,Francesco_Giovannelli,https://florentiaillustrata.net/resource/appezzamento/13274,128.4062,Via_delle_Torricelle,7977,casa,esclusivo,,4,360.6954
Anna,Paoletti,Gaetano,Benedetto_Silli,https://florentiaillustrata.net/resource/appezzamento/12547,102.5206,Via_Borgo_la_Croce,7119,casa,esclusivo,,3,183.5834
Cherubina,Paoletti,Gaetano,Luigi_di_Giuseppe_Borghi,https://florentiaillustrata.net/resource/appezzamento/8674,61.6486,Via_S._Gallo,5946,casa,comproprietà,Bernardino Borghi; Francesco Saverio Borghi,2,170.3000
Cherubina,Paoletti,Gaetano,Luigi_di_Giuseppe_Borghi,https://florentiaillustrata.net/resource/appezzamento/8676,108.6514,Via_S._Gallo,5947,casa,comproprietà,Bernardino Borghi; Francesco Saverio Borghi,2,170.3000
Maddalena,Paoletti,Santi,Serafino_Bigazzi,https://florentiaillustrata.net/resource/appezzamento/11967,69.1418,Via_della_Pietra,7391,casa_a_terreno_e_1°_piano,esclusivo,,1,69.1418
Teresa,Paoletti,Vincenzo,Zanobi_Paoletti,https://florentiaillustrata.net/resource/appezzamento/315,8.515,Via_dei_Maccheroni,5227,ingresso,esclusivo,,2,41.8938
Francesca,Papi,Mattia,Giovacchino_Nobili_di_Stefano,https://florentiaillustrata.net/resource/appezzamento/2881,415.1914,Borgo_Ognissanti,4005,casa,comproprietà,Teresa Nobili,4,653.6114
Maddalena,Papi,Giuseppe,Pietro_Baldacci,https://florentiaillustrata.net/resource/appezzamento/17281,55.1772,Via_del_Campuccio,2611,casa,esclusivo,,5,251.3628
Maddalena,Papi,Giuseppe,Pietro_Baldacci,https://florentiaillustrata.net/resource/appezzamento/17282,5.109,Via_del_Campuccio,2612,ingresso,esclusivo,,5,251.3628
Maddalena,Papi,Giuseppe,Pietro_Baldacci,https://florentiaillustrata.net/resource/appezzamento/17286,72.2072,Via_del_Campuccio,2614_e_2615,casa,esclusivo,,5,251.3628
Rosa,Papi,,Francesco_Cosi,https://florentiaillustrata.net/resource/appezzamento/13796,97.7522,Via_Saturno,2230,casa_e_corte,esclusivo,,2,132.1528
Rosa,Parenti,Giuseppe,Giuseppe_Cecchi,https://florentiaillustrata.net/resource/appezzamento/3777,78.6786,Via_dei_Balestrieri,437,casa,esclusivo,,9,227.8614
Rosa,Parenti,Giuseppe,Giuseppe_Cecchi_di_Pietro,https://florentiaillustrata.net/resource/appezzamento/3777,78.6786,Via_dei_Balestrieri,437,casa,esclusivo,,9,227.8614
Rosa,Parenti,Giuseppe,Giuseppe_Cecchi,https://florentiaillustrata.net/resource/appezzamento/7030,10.5586,Via_del_Corso,692,casa,esclusivo,,9,227.8614
Rosa,Parenti,Giuseppe,Giuseppe_Cecchi_di_Pietro,https://florentiaillustrata.net/resource/appezzamento/7030,10.5586,Via_del_Corso,692,casa,esclusivo,,9,227.8614
Maria_Anna,Parrini,Antonio,Sebastiano_Bartolini,https://florentiaillustrata.net/resource/appezzamento/12380,74.932,Via_Ghibellina_e_Via_dei_Marmi_Sudici,7521,casa,esclusivo,,1,74.932
Agnese,Pecci,Paolo,Giovanni_Bernardo_Tolomei,https://florentiaillustrata.net/resource/appezzamento/4756,311.3084,Via_de_Rustici,51,palazzetto,esclusivo,,5,481.6084
Agnese,Pecci,Paolo,Giovanni_Bernardo_Tolomei,https://florentiaillustrata.net/resource/appezzamento/4770,104.9048,Via_Canto_Rivolto,55,casa,esclusivo,,5,481.6084
Agnese,Pecci,Paolo,Giovanni_Bernardo_Tolomei,https://florentiaillustrata.net/resource/appezzamento/4772,7.1526,Via_delle_Brache,56,casa,esclusivo,,5,481.6084
Anna,Pecci,Giovanni_Antonio,Antonio_Mancini_dottore,https://florentiaillustrata.net/resource/appezzamento/8832,193.1202,Via_Larga,6213,casa,comproprietà,Maria Mancini; Pietro Catellacci,2,257.4936
Antonia,Pecori_Giraldi,,Luigi_Ranucci_Cavalcanti,https://florentiaillustrata.net/resource/appezzamento/12985,316.0768,Via_de_Pepi,7712,casa_e_corte,esclusivo,,2,441.4176
Caterina,Pecori_Giraldi,Baldassarre,Verdiano_Rimbotti,https://florentiaillustrata.net/resource/appezzamento/15482,215.2592,Fondacci_S._Niccolò,1520,casa_e_corte,esclusivo,,2,529.9736
Costanza,Pecori_Giraldi,Antonio,Vincenzo_Bani,https://florentiaillustrata.net/resource/appezzamento/9602,461.1724,Via_del_Cocomero,6112,casa,esclusivo,,2,878.4074
Maria_Anna,Pecori_Giraldi_Suarez,Bernardo,Alessandro_Feroni,https://florentiaillustrata.net/resource/appezzamento/16550,106.6078,Via_S._Giovanni,3133,casa_e_corte,esclusivo,,6,1647.8228
Marianna,Pelagalli,,Pietro_Giachi,https://florentiaillustrata.net/resource/appezzamento/11893,43.5968,Canto_alle_Rondini,7358,casa_e_corte,comproprietà,Elisabetta Giachi; Caterina Giachi; Ester Giachi,2,131.8122
Marianna,Pelagalli,,Pietro_Giachi,https://florentiaillustrata.net/resource/appezzamento/12513,88.2154,Via_dei_Pentolini,7138,casa_e_corte,comproprietà,Elisabetta Giachi; Caterina Giachi; Ester Giachi,2,131.8122
Maria_Assunta,Piazzesi,Angiolo,Jacopo_Sorbi,https://florentiaillustrata.net/resource/appezzamento/11560,34.4006,Via_di_Mezzo,6949,casa_e_corte,esclusivo,,1,34.4006
Agnese,Piccini,Niccola,Salomoni,https://florentiaillustrata.net/resource/appezzamento/6169,58.2426,Via_di_Baccano,547,bottega,comproprietà,Caterina Piccini; Giacomo Piccini; Barbera Piccini; Maria Piccini; Niccola Piccini,1,58.2426
Caterina,Piccini,Niccola,Po’,https://florentiaillustrata.net/resource/appezzamento/6169,58.2426,Via_di_Baccano,547,bottega,comproprietà,Agnese Piccini; Giacomo Piccini; Barbera Piccini; Maria Piccini; Niccola Piccini,1,58.2426
Maria,Piccini,Luigi,Gaetano_Salani,https://florentiaillustrata.net/resource/appezzamento/11591,6.812,Via_Pietrapiana,7004,ingresso,esclusivo,,3,156.3354
Maria,Piccini,Michele,Gaetano_Salani,https://florentiaillustrata.net/resource/appezzamento/11591,6.812,Via_Pietrapiana,7004,ingresso,esclusivo,,3,156.3354
Maria,Piccini,Luigi,Gaetano_Salani,https://florentiaillustrata.net/resource/appezzamento/6169,58.2426,Via_di_Baccano,547,bottega,comproprietà,Agnese Piccini; Caterina Piccini; Giacomo Piccini; Barbera Piccini; Niccola Piccini,3,156.3354
Maria,Piccini,Michele,Gaetano_Salani,https://florentiaillustrata.net/resource/appezzamento/6169,58.2426,Via_di_Baccano,547,bottega,comproprietà,Agnese Piccini; Caterina Piccini; Giacomo Piccini; Barbera Piccini; Niccola Piccini,3,156.3354
Agnese,Pierallini,,Ceccherini,https://florentiaillustrata.net/resource/appezzamento/4252,32.0164,Via_Vigna_Vecchia,276,casa,comproprietà,Anna Fanti; Gaspero Ceccherini,1,32.0164
Luisa,Pierattini,Lorenzo,Sani,https://florentiaillustrata.net/resource/appezzamento/12410,207.766,Via_S._Giuliano,7599,casa,comproprietà,Anna Sani; Ginevra Pierattini; Maria Pierattini; Luisa Sani; Giustina Sani,2,295.6408
Clorinda,Pieri,Stefano,Giuseppe_di_Giacinto_Favi,https://florentiaillustrata.net/resource/appezzamento/10673,86.853,Via_S._Zanobi,5429_e_5430,casa,esclusivo,,6,494.2106
Clorinda,Pieri,Stefano,Giuseppe_Favi,https://florentiaillustrata.net/resource/appezzamento/10673,86.853,Via_S._Zanobi,5429_e_5430,casa,esclusivo,,6,494.2106
Clorinda,Pieri,Stefano,Giuseppe_di_Giacinto_Favi,https://florentiaillustrata.net/resource/appezzamento/11787,88.556,Via_Fiesolana,6848,casa_e_corte,comproprietà,Assunta Cipriani,6,494.2106
Clorinda,Pieri,Stefano,Giuseppe_Favi,https://florentiaillustrata.net/resource/appezzamento/11787,88.556,Via_Fiesolana,6848,casa_e_corte,comproprietà,Assunta Cipriani,6,494.2106
Clorinda,Pieri,Stefano,Giuseppe_di_Giacinto_Favi,https://florentiaillustrata.net/resource/appezzamento/11788,96.3898,Via_Fiesolana,6849,casa_e_corte,comproprietà,Assunta Cipriani,6,494.2106
Clorinda,Pieri,Stefano,Giuseppe_Favi,https://florentiaillustrata.net/resource/appezzamento/11788,96.3898,Via_Fiesolana,6849,casa_e_corte,comproprietà,Assunta Cipriani,6,494.2106
Clorinda,Pieri,Stefano,Giuseppe_di_Giacinto_Favi,https://florentiaillustrata.net/resource/appezzamento/731,53.1336,Via_dell_Ariento,4851,casa,comproprietà,Assunta Cipriani,6,494.2106
Clorinda,Pieri,Stefano,Giuseppe_Favi,https://florentiaillustrata.net/resource/appezzamento/731,53.1336,Via_dell_Ariento,4851,casa,comproprietà,Assunta Cipriani,6,494.2106
Lucrezia,Pieri,,Bencini_Romualdo,https://florentiaillustrata.net/resource/appezzamento/1968,86.853,Via_Nuova,4460,casa,comproprietà,Romualdo Bencini,2,112.0574
Maddalena,Pitti,Giovan_Roberto,Laparelli,https://florentiaillustrata.net/resource/appezzamento/13599,53.4742,Piazza_S._Spirito,2073,casa,esclusivo,,8,1285.4244
Maddalena,Pitti,Ottavio,Laparelli,https://florentiaillustrata.net/resource/appezzamento/13599,53.4742,Piazza_S._Spirito,2073,casa,esclusivo,,8,1285.4244
Maddalena,Pitti,Giovan_Roberto,Laparelli,https://florentiaillustrata.net/resource/appezzamento/14112,427.7936,Piazza_de_Pitti,1709,"palazzo,_rimessa,_scuderia_e_corte",esclusivo,,8,1285.4244
Maddalena,Pitti,Ottavio,Laparelli,https://florentiaillustrata.net/resource/appezzamento/14112,427.7936,Piazza_de_Pitti,1709,"palazzo,_rimessa,_scuderia_e_corte",esclusivo,,8,1285.4244
Maddalena,Pitti,Giovan_Roberto,Laparelli,https://florentiaillustrata.net/resource/appezzamento/9885,257.1530,Borgo_Pinti,6657,casa,esclusivo,,8,1285.4244
Maddalena,Pitti,Ottavio,Laparelli,https://florentiaillustrata.net/resource/appezzamento/9885,257.1530,Borgo_Pinti,6657,casa,esclusivo,,8,1285.4244
Maria_Maddalena,Pitti,Ascanio,Francesco_Lorenzi,https://florentiaillustrata.net/resource/appezzamento/1786,108.6514,Via_dei_Cenni,4589,casa,esclusivo,,4,1147.8220
Maria_Maddalena,Pitti,Ascanio,Francesco_Lorenzi,https://florentiaillustrata.net/resource/appezzamento/1801,571.1862,Piazza_S._Maria_Novella,4601,casa,esclusivo,,4,1147.8220
Luisa,Pomi,Giacinto,Leopoldo_Rossi,https://florentiaillustrata.net/resource/appezzamento/12934,197.2074,Via_del_Ramerino_e_Via_S._Cristofano,7759,casa_e_corte,esclusivo,,23,4289.5164
Luisa,Pomi,Giacinto,Leopoldo_Rossi,https://florentiaillustrata.net/resource/appezzamento/13175,1228.2036,Corso_dei_Tintori_e_Borgo_S._Croce,7897_e_7922,palazzo_e_corte,esclusivo,,23,4289.5164
Luisa,Pomi,Giacinto,Leopoldo_Rossi,https://florentiaillustrata.net/resource/appezzamento/14456,142.3708,Borgo_S._Jacopo,1298,casa,esclusivo,,23,4289.5164
Luisa,Pomi,Giacinto,Leopoldo_Rossi,https://florentiaillustrata.net/resource/appezzamento/14467,136.9212,Borgo_S._Jacopo,1304,casa_e_bottega,esclusivo,,23,4289.5164
Luisa,Pomi,Giacinto,Leopoldo_Rossi,https://florentiaillustrata.net/resource/appezzamento/14468,246.935,Borgo_S._Jacopo,1305,casa,esclusivo,,23,4289.5164
Luisa,Pomi,Giacinto,Leopoldo_Rossi,https://florentiaillustrata.net/resource/appezzamento/14469,0.0,Borgo_S._Jacopo,1306,casa_e_bottega,esclusivo,,23,4289.5164
Luisa,Pomi,Giacinto,Leopoldo_Rossi,https://florentiaillustrata.net/resource/appezzamento/4082,27.5886,Via_del_Proconsolo,478,casa,esclusivo,,23,4289.5164
Luisa,Pomi,Giacinto,Leopoldo_Rossi,https://florentiaillustrata.net/resource/appezzamento/5006,70.5042,Via_del_Guanto,102,casa,esclusivo,,23,4289.5164
Luisa,Pomi,Giacinto,Leopoldo_Rossi,https://florentiaillustrata.net/resource/appezzamento/8413,384.5374,Via_Teatina,893,canonica,esclusivo,,23,4289.5164
Luisa,Pomi,Giacinto,Leopoldo_Rossi,https://florentiaillustrata.net/resource/appezzamento/8415,75.9538,Piazza_degli_Agli,896,ingresso,esclusivo,,23,4289.5164
Luisa,Pomi,Giacinto,Leopoldo_Rossi,https://florentiaillustrata.net/resource/appezzamento/8420,15.327,Piazza_degli_Agli,897,casa,esclusivo,,23,4289.5164
Luisa,Pomi,Giacinto,Leopoldo_Rossi,https://florentiaillustrata.net/resource/appezzamento/8422,21.4578,Via_degli_Agli,906,casa,esclusivo,,23,4289.5164
Luisa,Pomi,Giacinto,Leopoldo_Rossi,https://florentiaillustrata.net/resource/appezzamento/8424,286.4446,Via_degli_Agli,907,casa,esclusivo,,23,4289.5164
Luisa,Pomi,Giacinto,Leopoldo_Rossi,https://florentiaillustrata.net/resource/appezzamento/9461,83.447,Via_dei_Ginori,5999,casa,esclusivo,,23,4289.5164
Ottavia,Porziani,,Giovanni_Ulivieri,https://florentiaillustrata.net/resource/appezzamento/14116,131.131,Piazza_de_Pitti,1704,casa_e_corte,comproprietà,Cesare Ulivieri; Carlo Ulivieri; Luigi Ulivieri; Pietro Ulivieri; Salvadore Ulivieri; Ferdinando Ulivieri,4,358.9924
Ottavia,Porziani,,Giovanni_Ulivieri,https://florentiaillustrata.net/resource/appezzamento/9119,73.229,Borgo_Pinti,6676,casa,comproprietà,Cesare Ulivieri; Carlo Ulivieri; Luigi Ulivieri; Salvadore Ulivieri; Ferdinando Ulivieri; Pietro Ulivieri,4,358.9924
Ottavia,Porziani,,Giovanni_Ulivieri,https://florentiaillustrata.net/resource/appezzamento/9799,35.4224,Borgo_Pinti,6664,casa,comproprietà,Cesare Ulivieri; Carlo Ulivieri; Luigi Ulivieri; Salvadore Ulivieri; Ferdinando Ulivieri; Pietro Ulivieri,4,358.9924
Caterina,Pozzolini,Pietro,Costantino_Boni,https://florentiaillustrata.net/resource/appezzamento/15544,285.4228,Fondacci_S._Niccolò,1381_e_1382,casa_e_corte,esclusivo,,2,354.2240
Anna,Pratesi,Luigi,Ulisse_Bruchi,https://florentiaillustrata.net/resource/appezzamento/5200,4.0872,Via_Baldracca,156,casa,comproprietà,Teresa Pratesi,5,126.022
Teresa,Pratesi,Giuseppe,Francesco_Cheluzzi,https://florentiaillustrata.net/resource/appezzamento/5200,4.0872,Via_Baldracca,156,casa,comproprietà,Anna Pratesi,8,705.0420
Teresa,Pratesi,Giuseppe,Giovanni_Mascelli,https://florentiaillustrata.net/resource/appezzamento/5200,4.0872,Via_Baldracca,156,casa,comproprietà,Anna Pratesi,8,705.0420
Teresa,Pratesi,Luigi,Francesco_Cheluzzi,https://florentiaillustrata.net/resource/appezzamento/5200,4.0872,Via_Baldracca,156,casa,comproprietà,Anna Pratesi,8,705.0420
Teresa,Pratesi,Luigi,Giovanni_Mascelli,https://florentiaillustrata.net/resource/appezzamento/5200,4.0872,Via_Baldracca,156,casa,comproprietà,Anna Pratesi,8,705.0420
Teresa,Pratesi,Giuseppe,Francesco_Cheluzzi,https://florentiaillustrata.net/resource/appezzamento/9203,279.292,Via_S._Sebastiano,6331,casa,comproprietà,Francesco Cheluzzi,8,705.0420
Teresa,Pratesi,Giuseppe,Giovanni_Mascelli,https://florentiaillustrata.net/resource/appezzamento/9203,279.292,Via_S._Sebastiano,6331,casa,comproprietà,Francesco Cheluzzi,8,705.0420
Teresa,Pratesi,Luigi,Francesco_Cheluzzi,https://florentiaillustrata.net/resource/appezzamento/9203,279.292,Via_S._Sebastiano,6331,casa,comproprietà,Francesco Cheluzzi,8,705.0420
Teresa,Pratesi,Luigi,Giovanni_Mascelli,https://florentiaillustrata.net/resource/appezzamento/9203,279.292,Via_S._Sebastiano,6331,casa,comproprietà,Francesco Cheluzzi,8,705.0420
Maria,Preti,Marco,Gaetano_Chiari,https://florentiaillustrata.net/resource/appezzamento/12798,28.2698,Via_dei_Macci,7830_e_7829,casa,esclusivo,,4,161.4444
Rosa,Prosperi,Santi,Cosimo_Rombenchi,https://florentiaillustrata.net/resource/appezzamento/11637,74.932,Via_del_Landrone_e_Via_dei_Pianellai,6964,ingresso,esclusivo,,2,76.635
Elisabetta,Pucci,Orazio_Roberto,Delci,https://florentiaillustrata.net/resource/appezzamento/17309,118.1882,Via_del_Campuccio,2627,casa_e_corte,esclusivo,,3,193.4608
Lucrezia,Pucci,Ottavio_di_Orazio,Averardo_Serristori,https://florentiaillustrata.net/resource/appezzamento/4137,138.9648,Via_dei_Pandolfini,492,casa,esclusivo,,3,644.4152
Lucrezia,Pucci,Ottavio_di_Orazio,Averardo_Serristori,https://florentiaillustrata.net/resource/appezzamento/4352,456.0634,Piazza_S._Croce,303,palazzo,esclusivo,,3,644.4152
Maria_Maddalena,Pucci,Giovan_Luca,Arimberto_Bourbon_del_Monte,https://florentiaillustrata.net/resource/appezzamento/4466,330.0414,Borgo_dei_Greci,203,casa_e_corte,esclusivo,,4,487.0580
Costanza,Puliti,Michelangiolo,Papi,https://florentiaillustrata.net/resource/appezzamento/12526,107.289,Via_dei_Pentolini,7130,casa,comproprietà,Felicita Puliti,1,107.289
Anna,Rainvolh,Sebastiano,Masti,https://florentiaillustrata.net/resource/appezzamento/272,96.3898,Via_Chiara,5076,casa,esclusivo,,1,96.3898
Maria_Margherita,Ramponi,Antonio,Ferdinando_Bindi,https://florentiaillustrata.net/resource/appezzamento/11990,148.1610,Via_del_Fosso,7565,casa,esclusivo,,1,148.1610
Rosa,Rappezzi,Vincenzo,Mario_Coppini,https://florentiaillustrata.net/resource/appezzamento/17021,64.0328,Via_del_Leone,2886,casa,comproprietà,Colomba Bernardi,2,168.2564
Teresa,Razzolini,Gaetano,Vannini,https://florentiaillustrata.net/resource/appezzamento/16956,92.6432,Via_del_Leone,2984,casa_e_corte,esclusivo,,2,216.9622
Anna,Rensi,,Giovanni_Giannini,https://florentiaillustrata.net/resource/appezzamento/9223,176.0902,Via_della_Colonna,6539,casa_e_corte,comproprietà,Gaetano Giannini; Vincenzo Giannini,3,242.5072
Anna,Riccardi,Giuseppe,Piero_Mannelli,https://florentiaillustrata.net/resource/appezzamento/9419,60.6268,Via_dei_Servi,6385,casa,esclusivo,,6,209.4690
Eleonora,Ricciardi_Pollini,Ferdinando,Antonio_Castri,https://florentiaillustrata.net/resource/appezzamento/10081,31.6758,Piazzetta_S._Giovannino,6229,casa,esclusivo,,3,168.9376
Eleonora,Ricciardi_Pollini,Ferdinando,Antonio_Castri,https://florentiaillustrata.net/resource/appezzamento/17347,76.2944,Via_Chiara,2649,casa,esclusivo,,3,168.9376
Blefilla,Ricciolini,Tommaso,Quarteroni,https://florentiaillustrata.net/resource/appezzamento/15049,66.0764,Via_della_Costa_dei_Magnoli,1610,casa,esclusivo,,1,66.0764
Maria_Francesca,Righi,Filippo,Francesco_Lastrucci,https://florentiaillustrata.net/resource/appezzamento/2717,131.8122,Borgo_Ognissanti,3441,casa,comproprietà,Luisa Lastrucci; Giuseppe Lastrucci; Teresa Lastrucci,4,181.5398
Maria_Francesca,Righi,Filippo,Francesco_Lastrucci,https://florentiaillustrata.net/resource/appezzamento/6923,5.109,Chiasso_del_Lino,1053,casa_(porzione),comproprietà,Giuseppe Lastrucci; Luisa Lastrucci; Teresa Lastrucci,4,181.5398
Anna,Rilli_Orsini,Luigi,Francesco_Paperini,https://florentiaillustrata.net/resource/appezzamento/12122,144.755,Via_delle_Colombe,7312,casa_e_corte,comproprietà,Giulia Rilli Orsini,2,911.4456
Anna,Rilli_Orsini,Luigi,Francesco_Paperini,https://florentiaillustrata.net/resource/appezzamento/9948,766.6906,Via_dei_Cresci,6466,casa,comproprietà,Giulia Rilli Orsini,2,911.4456
Affortunata,Rimini,Moisè_Vita,Salomone_della_Vida,https://florentiaillustrata.net/resource/appezzamento/10237,47.0028,Via_S._Reparata,5695,casa,esclusivo,,115,2573.5736
Affortunata,Rimini,Moisè_Vita,Salomone_della_Vida,https://florentiaillustrata.net/resource/appezzamento/12930,99.1146,Via_del_Ramerino,7762,casa_e_corte,esclusivo,,115,2573.5736
Affortunata,Rimini,Moisè_Vita,Salomone_della_Vida,https://florentiaillustrata.net/resource/appezzamento/8037,0.0,Corte_del_Macello_Vecchio,865,stabile_(porzione),esclusivo,,115,2573.5736
Affortunata,Rimini,Moisè_Vita,Salomone_della_Vida,https://florentiaillustrata.net/resource/appezzamento/8040,56.199,Piazza_del_Ghetto_Nuovo,866,stabile_(porzione),esclusivo,,115,2573.5736
Affortunata,Rimini,Moisè_Vita,Salomone_della_Vida,https://florentiaillustrata.net/resource/appezzamento/8132,6.812,Corte_del_Macello,859,stabile_(porzione),esclusivo,,115,2573.5736
Affortunata,Rimini,Moisè_Vita,Salomone_della_Vida,https://florentiaillustrata.net/resource/appezzamento/8149,28.6104,Corte_del_Macello,861,stabile_(porzione),esclusivo,,115,2573.5736
Teresa,Ristori,Giovanni,Domenico_Landi,https://florentiaillustrata.net/resource/appezzamento/6473,8.8556,Via_Ort__S._Michele,560,casa,esclusivo,,2,27.9292
Margherita,Rocca,Carlo,Frediano_Pellegrini,https://florentiaillustrata.net/resource/appezzamento/5338,39.5096,Piazza_S._Stefano,1255,casa,esclusivo,,1,39.5096
Luisa,Rogai,Giovan_Battista,Davitti,https://florentiaillustrata.net/resource/appezzamento/11734,3.0654,Via_dei_Pilastri,6791,ingresso,comproprietà,Carlotta Davitti,2,100.1364
Teresa,Romei,,Antonio_Venni,https://florentiaillustrata.net/resource/appezzamento/9021,112.7386,Borgo_Pinti,6695,casa,esclusivo,,3,248.9786
Teresa,Romei,,Antonio_Venni,https://florentiaillustrata.net/resource/appezzamento/9023,74.5914,Borgo_Pinti,6696,casa,esclusivo,,3,248.9786
Teresa,Rosellini,Francesco,Giuseppe_Leopoldo_Fanfani,https://florentiaillustrata.net/resource/appezzamento/12157,6.812,Via_S._Maria,7263,ingresso,comproprietà,Averardo Bargiacchi; Giuseppe Bargiacchi,2,200.954
Teresa,Rosellini,Francesco,Giuseppe_Leopoldo_Fanfani,https://florentiaillustrata.net/resource/appezzamento/13914,194.1420,Via_del_Gelsomino,2097,casa_e_corte,comproprietà,Angiolo Moroni; Donato Salvi; Giovan Battista Moroni,2,200.954
Anna,Rosselli,Antonio,Marinelli,https://florentiaillustrata.net/resource/appezzamento/16963,143.052,Via_del_Leone,2980_e_2979,casa_e_corte,esclusivo,,2,272.480
Giuseppe,Rosselli_Del_Turco,Francesco,Angelo_Marchionni,https://florentiaillustrata.net/resource/appezzamento/10016,169.2782,Via_del_Cocomero,6128,casa,esclusivo,,3,861.7180
Giuseppe,Rosselli_Del_Turco,Francesco,Angelo_Marchionni,https://florentiaillustrata.net/resource/appezzamento/10022,604.2244,Via_del_Cocomero,6130,palazzo_e_corte,esclusivo,,3,861.7180
Anna_Flora,Rosset_de_Letourville,Carlo_Francesco,Luigi_Ceva,https://florentiaillustrata.net/resource/appezzamento/5715,197.548,Lung_Arno,1189,casa,esclusivo,,1,197.548
Giovanna,Rossi,Giuseppe,Francesco_Focacci,https://florentiaillustrata.net/resource/appezzamento/12903,132.1528,Via_del_Ramerino,7776,stalla,esclusivo,,7,1025.5466
Giovanna,Rossi,Giuseppe,Francesco_Focacci,https://florentiaillustrata.net/resource/appezzamento/12911,237.7388,Via_Ghibellina,7646,casa_e_corte,esclusivo,,7,1025.5466
Giovanna,Rossi,Giuseppe,Francesco_Focacci,https://florentiaillustrata.net/resource/appezzamento/12915,245.232,Via_Ghibellina,7645,casa,esclusivo,,7,1025.5466
Orsola,Rossi,Matteo,Gaetano_Tirinnanzi,https://florentiaillustrata.net/resource/appezzamento/12589,86.853,Via_Borgo_la_Croce,7104,casa,esclusivo,,1,86.853
Pasqua,Rossi,Antonio,Matteo_Tonelli,https://florentiaillustrata.net/resource/appezzamento/8182,5.4496,Chiasso_dietro_la_palla,919,casa,esclusivo,,3,62.3298
Antonia,Rotelli,Sebastiano,Alessandro_Cherubini,https://florentiaillustrata.net/resource/appezzamento/2321,126.022,Sul_Prato,3518,casa_al_1°_e_2°_piano,esclusivo,,1,126.022
Caterina,Ruggini,Clemente,Gaspero_Ducci,https://florentiaillustrata.net/resource/appezzamento/7023,41.2126,Vicolo_del_Ferro,567_2°,fabbricato,comproprietà,Giuseppe Ducci; Girolamo Ducci,1,41.2126
